anchor_id,k,valid,train_objective,train_branch_sizes,fit_median_cosine,selection_median_cosine,selection_q25_cosine,selection_relative_rmse,selection_median_relative_error,selection_signal_fraction,selection_branch_sizes,bic
18559,5,True,0.2604859894888047,"[50,51,66,38,35]",0.9829660042120617,0.9833026559420318,0.8767747530344494,0.5908976078839965,0.5336759375206324,0.875,"[18,20,22,12,8]",192.33057022115622
18559,6,True,0.18758748174656173,"[20,40,67,33,24,56]",0.993113641194781,0.991479992860508,0.9755909357559679,0.5913236110602774,0.472994321333132,0.875,"[5,13,31,9,6,16]",217.6698048017342
18637,1,True,0.6993916883815816,[240],,,,1.0000689574708856,0.9982803298975329,0.65,[80],12.84085941608464
18637,2,True,0.4317664729144324,"[156,84]",0.9999999866602522,0.9999999778414956,0.9999999609267936,0.8192328369986965,0.5981586007410253,0.65,"[55,25]",1.2147420379602352
18637,3,True,0.17209685507581782,"[83,83,74]",0.9999999748214607,0.9999999893456787,0.9999999487867715,0.541859871501156,0.21691588889120156,0.65,"[25,25,30]",-115.41170423290083
18637,4,True,0.09824442937434151,"[73,50,73,44]",0.99999998192394,0.9999999773523107,0.9999999269922695,0.5036881618739811,0.16420098008242984,0.65,"[19,18,28,15]",-145.82329554619162
18637,5,True,0.059642225517697614,"[39,49,73,43,36]",0.9999999875609461,0.999999986057269,0.999999946801285,0.46264360440445595,0.14892815820837846,0.65,"[13,13,28,8,18]",-161.47389494786512
18637,6,True,0.05018715536097957,"[39,41,27,34,26,73]",0.9999999861182751,0.9999999812327017,0.9999999385148711,0.4125942702763702,0.15635413763074257,0.65,"[9,13,11,10,8,29]",-98.7668787010233
19119,1,True,0.794805052126777,[240],,,,0.9999882931881565,0.9983819374547085,0.9,[80],43.533481776368205
19119,2,True,0.5189394411382166,"[147,93]",0.9999709880063825,0.9999446368923856,0.9999080987124617,0.8130458170958447,0.9239576832344661,0.9,"[47,33]",45.35129943588095
19119,3,True,0.2227444473204379,"[96,82,62]",0.9999727207139495,0.9999661801566275,0.9998987179882166,0.5278518648461382,0.4472994491929143,0.9,"[31,32,17]",-53.49945408395996
19119,4,True,0.13220498529668184,"[44,76,64,56]",0.9999753989953926,0.9999609990316098,0.9999042652495869,0.5197787288485718,0.4105015078999159,0.9,"[18,22,26,14]",-74.5684748325238
19119,5,True,0.08002928290512186,"[36,46,54,50,54]",0.9999779382727247,0.9999446441342358,0.9998570573399171,0.479711650023771,0.3880396435343104,0.9,"[17,13,19,20,11]",-90.90698319845626
19119,6,True,0.049670885232846886,"[45,54,38,30,37,36]",0.9999857695942163,0.9999809377558357,0.9999022917618177,0.34093367775533545,0.1995447974929957,0.9,"[17,9,10,16,13,15]",-101.24852031939838
19633,1,True,0.9039987251482138,[240],0.7335666354658567,0.8031918764512259,0.41439768069549965,0.9994329997066167,0.822005409228665,1.0,[80],74.42894170210023
19633,2,True,0.556086144223487,"[135,105]",0.8634268864603313,0.8244163672413036,0.5929265693666973,0.9973071698776271,0.6897068438342224,1.0,"[46,34]",61.943945504672115
19633,3,True,0.43715170315893687,"[64,108,68]",0.9155531168370287,0.8524026004481956,0.6713012094696431,0.996407590258,0.6429992834303297,1.0,"[19,36,25]",108.32178035244607
19633,4,True,0.3687219083932289,"[70,27,86,57]",0.9376709754828544,0.9221242128033444,0.7069023841449233,0.7646786732448215,0.5780277544544775,1.0,"[20,10,30,20]",171.59690608460193
19633,5,True,0.30463522815628763,"[63,30,48,22,77]",0.9461880555031326,0.9313537984966282,0.8381778757858952,0.6228847086144692,0.5331409972163994,1.0,"[20,8,17,5,30]",229.9064128630555
19633,6,True,0.25749176559638337,"[39,43,47,60,23,28]",0.9479239022768339,0.9182588582095881,0.825676556175601,0.6152922955619573,0.48592694950444976,1.0,"[13,17,16,20,4,10]",293.6879893001727
22738,1,True,0.7843365079233439,[240],,,,1.0002426106817324,0.9997006428676043,0.8875,[80],40.351389076955975
22738,2,True,0.5744644277851002,"[78,162]",0.9999998708645699,0.9999998254271043,0.9999944084510055,0.8621379837721141,0.9761400336594495,0.8875,"[18,62]",69.74753564185664
22738,3,True,0.34459797645201673,"[96,61,83]",0.9999998464942884,0.9999998396348755,0.9999986001147991,0.5726934438686759,0.6257823933659404,0.8875,"[38,28,14]",51.22534121027249
22738,4,True,0.23642303445899765,"[58,61,71,50]",0.9999999165980543,0.9999999357127098,0.9999958703301572,0.705042154030358,0.5264033897406799,0.8875,"[27,22,15,16]",64.93610492092671
22738,5,True,0.15233661173682173,"[46,33,63,55,43]",0.9999997956995232,0.9999996289774613,0.9999949746125396,0.49511033765721346,0.4027180822662826,0.8875,"[21,19,12,10,18]",63.581021416705994
22738,6,True,0.09540211302764033,"[33,37,51,40,31,48]",0.9999999277089893,0.999999647191083,0.999994491347778,0.6110544395927594,0.41190571759054906,0.8875,"[17,14,11,8,10,20]",55.395105944886495
26188,1,True,0.8300782429778074,[240],0.3186813741501377,0.15001800747110566,-0.21534603140658945,0.9997752454285195,0.9952242110184993,0.9125,[80],53.95502526338565
26188,2,True,0.5667130018088393,"[152,88]",0.9868162616046879,0.9733493994873421,0.2988281858368491,0.7641780572627136,0.8436438571041522,0.9125,"[50,30]",66.4870946314617
26188,3,True,0.3345388667338902,"[71,89,80]",0.999639033772469,0.9977077523638642,0.820847338962167,0.5916563684975897,0.5652225989666608,0.9125,"[25,35,20]",44.115248673680355
26188,4,True,0.2843229717582671,"[61,36,74,69]",0.9995346773871644,0.9978602203818244,0.9397010070679509,0.6729862256422301,0.6575841974027932,0.9125,"[26,13,19,22]",109.21324825786337
26188,5,True,0.18285781823174946,"[80,62,37,29,32]",0.9996750677944451,0.9985217334831313,0.9814789887460467,0.6080196819452919,0.459888697761614,0.9125,"[25,13,19,7,16]",107.4089281519723
26188,6,True,0.10823285416707779,"[52,27,49,30,49,33]",0.9999295788876206,0.9995575445669167,0.978265818749175,0.5124668523348425,0.42140789060401573,0.9125,"[11,14,12,4,23,16]",85.67932256700897
