iter,loss,grad_norm,grad_nan,status
0,4.528321743011475,4.255970743795815,0,ok
1,4.528155326843262,4.255892539453158,0,ok
2,4.527994632720947,4.25581702272123,0,ok
3,4.527838706970215,4.255743745560917,0,ok
