anchor_id,label,label_name,source_subtype,evaluation_role,audit_provenance,trajectory_key,obj_pos,speed,anchor_step,contact_count,X1,X2,X3,split
6105,1,both_like,both,source,,"{""command_qpos"":[0.0,1.4,-0.4,0.5,0.0,0.0],""command_qvel"":[1.3,0.0,0.0,0.0,0.0,0.0],""obj_pos"":[0.302,0.083,0.12]}","[0.302,0.083,0.12]",1.3,96,3,"[0.22130237519741058,1.0374388694763184,-0.4377151131629944,0.37722834944725037,0.01729607582092285,-0.036667533218860626,1.0702458620071411,-0.5630727410316467,-0.1100831925868988,-0.23392297327518463,0.13177718222141266,-0.29037928581237793,0.3022093176841736,0.08922889828681946,0.12109959125518799,0.9984315997428523,-0.026491654701334872,-7.798710511012531e-05,-0.04932065271390098,0.025508763268589973,0.11266305297613144,0.022822704166173935,-0.29235154390335083,0.42886579036712646,-1.369890570640564]","[0.22130237519741058,1.0374388694763184,-0.4377151131629944,0.37722834944725037,0.01729607582092285,-0.036667533218860626,1.0702458620071411,-0.5630727410316467,-0.1100831925868988,-0.23392297327518463,0.13177718222141266,-0.29037928581237793,0.3022093176841736,0.08922889828681946,0.12109959125518799,0.9984315997428523,-0.026491654701334872,-7.798710511012531e-05,-0.04932065271390098,0.025508763268589973,0.11266305297613144,0.022822704166173935,-0.29235154390335083,0.42886579036712646,-1.369890570640564,-0.019760313646420082,-0.019344484272947066,0.01949709153270787,0.2668955690074497,0.7974312929756849,-0.5411747298491651,0.0019441983895376325]","[0.22130237519741058,1.0374388694763184,-0.4377151131629944,0.37722834944725037,0.01729607582092285,-0.036667533218860626,1.0702458620071411,-0.5630727410316467,-0.1100831925868988,-0.23392297327518463,0.13177718222141266,-0.29037928581237793,0.3022093176841736,0.08922889828681946,0.12109959125518799,0.9984315997428523,-0.026491654701334872,-7.798710511012531e-05,-0.04932065271390098,0.025508763268589973,0.11266305297613144,0.022822704166173935,-0.29235154390335083,0.42886579036712646,-1.369890570640564,-0.019760313646420082,-0.019344484272947066,0.01949709153270787,0.2668955690074497,0.7974312929756849,-0.5411747298491651,0.0019441983895376325,1.3,0.0,0.0,0.0,0.0,0.0]",train
6107,1,both_like,both,source,,"{""command_qpos"":[0.0,1.4,-0.4,0.5,0.0,0.0],""command_qvel"":[1.3,0.0,0.0,0.0,0.0,0.0],""obj_pos"":[0.302,0.083,0.12]}","[0.302,0.083,0.12]",1.3,100,2,"[0.23051296174526215,1.0346641540527344,-0.43829965591430664,0.376109778881073,0.01797398552298546,-0.038171976804733276,1.075878381729126,-0.5138717293739319,-0.10842476040124893,-0.20681753754615784,0.12791666388511658,-0.2831979990005493,0.30244696140289307,0.09020154178142548,0.12119691073894501,0.9979267502364161,-0.030540486181141115,0.002061076527786831,-0.05661476688949436,0.02740568481385708,0.13334888219833374,0.05521977320313454,-0.8406630754470825,-0.1613743007183075,-1.715962290763855]","[0.23051296174526215,1.0346641540527344,-0.43829965591430664,0.376109778881073,0.01797398552298546,-0.038171976804733276,1.075878381729126,-0.5138717293739319,-0.10842476040124893,-0.20681753754615784,0.12791666388511658,-0.2831979990005493,0.30244696140289307,0.09020154178142548,0.12119691073894501,0.9979267502364161,-0.030540486181141115,0.002061076527786831,-0.05661476688949436,0.02740568481385708,0.13334888219833374,0.05521977320313454,-0.8406630754470825,-0.1613743007183075,-1.715962290763855,-0.01987721543719868,-0.01931728673341019,0.019532639178680644,0.1758459212014203,0.8395597766608617,-0.5140210048334483,0.0018755900673568249]","[0.23051296174526215,1.0346641540527344,-0.43829965591430664,0.376109778881073,0.01797398552298546,-0.038171976804733276,1.075878381729126,-0.5138717293739319,-0.10842476040124893,-0.20681753754615784,0.12791666388511658,-0.2831979990005493,0.30244696140289307,0.09020154178142548,0.12119691073894501,0.9979267502364161,-0.030540486181141115,0.002061076527786831,-0.05661476688949436,0.02740568481385708,0.13334888219833374,0.05521977320313454,-0.8406630754470825,-0.1613743007183075,-1.715962290763855,-0.01987721543719868,-0.01931728673341019,0.019532639178680644,0.1758459212014203,0.8395597766608617,-0.5140210048334483,0.0018755900673568249,1.3,0.0,0.0,0.0,0.0,0.0]",train
6130,0,stable_like,stable,source,,"{""command_qpos"":[0.0,1.4,-0.4,0.5,0.0,0.0],""command_qvel"":[1.4,0.0,0.0,0.0,0.0,0.0],""obj_pos"":[0.302,0.083,0.12]}","[0.302,0.083,0.12]",1.4,64,0,"[0.15916597843170166,1.070989727973938,-0.4310465157032013,0.39057084918022156,0.012449521571397781,-0.02605312503874302,1.1495620012283325,-1.1762679815292358,-0.2006905972957611,-0.480288565158844,0.15012606978416443,-0.3229821026325226,0.3019997477531433,0.08300009369850159,0.11997855454683304,0.999999999998582,-1.5795984609190212e-06,-5.569733048097366e-07,1.753253826561619e-07,-7.528257992817089e-05,-2.2229774913284928e-05,3.517115692375228e-05,0.0011417700443416834,-0.003869641339406371,1.469648032070836e-05]","[0.15916597843170166,1.070989727973938,-0.4310465157032013,0.39057084918022156,0.012449521571397781,-0.02605312503874302,1.1495620012283325,-1.1762679815292358,-0.2006905972957611,-0.480288565158844,0.15012606978416443,-0.3229821026325226,0.3019997477531433,0.08300009369850159,0.11997855454683304,0.999999999998582,-1.5795984609190212e-06,-5.569733048097366e-07,1.753253826561619e-07,-7.528257992817089e-05,-2.2229774913284928e-05,3.517115692375228e-05,0.0011417700443416834,-0.003869641339406371,1.469648032070836e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.15916597843170166,1.070989727973938,-0.4310465157032013,0.39057084918022156,0.012449521571397781,-0.02605312503874302,1.1495620012283325,-1.1762679815292358,-0.2006905972957611,-0.480288565158844,0.15012606978416443,-0.3229821026325226,0.3019997477531433,0.08300009369850159,0.11997855454683304,0.999999999998582,-1.5795984609190212e-06,-5.569733048097366e-07,1.753253826561619e-07,-7.528257992817089e-05,-2.2229774913284928e-05,3.517115692375228e-05,0.0011417700443416834,-0.003869641339406371,1.469648032070836e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0]",train
6168,0,stable_like,stable,source,,"{""command_qpos"":[0.0,1.4,-0.4,0.5,0.0,0.0],""command_qvel"":[1.5,0.0,0.0,0.0,0.0,0.0],""obj_pos"":[0.302,0.083,0.12]}","[0.302,0.083,0.12]",1.5,58,3,"[0.15457695722579956,1.0799211263656616,-0.4291519522666931,0.39380329847335815,0.012049293145537376,-0.02518424019217491,1.2310800552368164,-1.3507795333862305,-0.21996742486953735,-0.5493099093437195,0.16219061613082886,-0.3462596833705902,0.302000492811203,0.08302255719900131,0.12000098079442978,0.9999999370891395,-0.00030833587414156715,8.387180395867044e-05,-0.00015400073556536245,0.0006138975149951875,0.03231127932667732,0.03390716388821602,-0.7959566712379456,0.1247607097029686,-0.3970375061035156]","[0.15457695722579956,1.0799211263656616,-0.4291519522666931,0.39380329847335815,0.012049293145537376,-0.02518424019217491,1.2310800552368164,-1.3507795333862305,-0.21996742486953735,-0.5493099093437195,0.16219061613082886,-0.3462596833705902,0.302000492811203,0.08302255719900131,0.12000098079442978,0.9999999370891395,-0.00030833587414156715,8.387180395867044e-05,-0.00015400073556536245,0.0006138975149951875,0.03231127932667732,0.03390716388821602,-0.7959566712379456,0.1247607097029686,-0.3970375061035156,-0.03581061349387578,-0.018502026380819346,0.019090884063200843,0.20367608602473133,0.833019128215693,-0.5143881647242801,0.002500360133126378]","[0.15457695722579956,1.0799211263656616,-0.4291519522666931,0.39380329847335815,0.012049293145537376,-0.02518424019217491,1.2310800552368164,-1.3507795333862305,-0.21996742486953735,-0.5493099093437195,0.16219061613082886,-0.3462596833705902,0.302000492811203,0.08302255719900131,0.12000098079442978,0.9999999370891395,-0.00030833587414156715,8.387180395867044e-05,-0.00015400073556536245,0.0006138975149951875,0.03231127932667732,0.03390716388821602,-0.7959566712379456,0.1247607097029686,-0.3970375061035156,-0.03581061349387578,-0.018502026380819346,0.019090884063200843,0.20367608602473133,0.833019128215693,-0.5143881647242801,0.002500360133126378,1.5,0.0,0.0,0.0,0.0,0.0]",train
6175,0,stable_like,stable,source,,"{""command_qpos"":[0.0,1.4,-0.4,0.5,0.0,0.0],""command_qvel"":[1.5,0.0,0.0,0.0,0.0,0.0],""obj_pos"":[0.302,0.083,0.12]}","[0.302,0.083,0.12]",1.5,72,3,"[0.19164252281188965,1.0591506958007812,-0.4328291416168213,0.3853781819343567,0.01501438394188881,-0.031535785645246506,1.2328698635101318,-0.9727333188056946,-0.1737791895866394,-0.40300336480140686,0.16039153933525085,-0.34434080123901367,0.30297183990478516,0.08758636564016342,0.12174053490161896,0.998865435521573,-0.03611219337737556,0.009497151804553185,-0.02955596923422634,0.03370976820588112,0.2093663215637207,0.020239941775798798,-1.7332055568695068,0.21241670846939087,-2.911153554916382]","[0.19164252281188965,1.0591506958007812,-0.4328291416168213,0.3853781819343567,0.01501438394188881,-0.031535785645246506,1.2328698635101318,-0.9727333188056946,-0.1737791895866394,-0.40300336480140686,0.16039153933525085,-0.34434080123901367,0.30297183990478516,0.08758636564016342,0.12174053490161896,0.998865435521573,-0.03611219337737556,0.009497151804553185,-0.02955596923422634,0.03370976820588112,0.2093663215637207,0.020239941775798798,-1.7332055568695068,0.21241670846939087,-2.911153554916382,-0.019545387855101466,-0.01937154449496761,0.019337445173847556,0.37901817467762305,0.733259516327604,-0.5645136889208721,0.0021186417434364557]","[0.19164252281188965,1.0591506958007812,-0.4328291416168213,0.3853781819343567,0.01501438394188881,-0.031535785645246506,1.2328698635101318,-0.9727333188056946,-0.1737791895866394,-0.40300336480140686,0.16039153933525085,-0.34434080123901367,0.30297183990478516,0.08758636564016342,0.12174053490161896,0.998865435521573,-0.03611219337737556,0.009497151804553185,-0.02955596923422634,0.03370976820588112,0.2093663215637207,0.020239941775798798,-1.7332055568695068,0.21241670846939087,-2.911153554916382,-0.019545387855101466,-0.01937154449496761,0.019337445173847556,0.37901817467762305,0.733259516327604,-0.5645136889208721,0.0021186417434364557,1.5,0.0,0.0,0.0,0.0,0.0]",train
6478,1,both_like,both,source,,"{""command_qpos"":[0.0,1.4,-0.4,0.5,0.0,0.0],""command_qvel"":[1.3,0.0,0.0,0.0,0.0,0.0],""obj_pos"":[0.302,0.084,0.12]}","[0.302,0.084,0.12]",1.3,104,3,"[0.23975445330142975,1.0321356058120728,-0.43887758255004883,0.3751296103000641,0.018630387261509895,-0.039637863636016846,1.0805269479751587,-0.46772968769073486,-0.10611472278833389,-0.18162797391414642,0.12445437908172607,-0.27672088146209717,0.302129864692688,0.0920177474617958,0.12121068686246872,0.9971011612811139,-0.031590771929701826,0.0014943394219142647,-0.06920306532539983,-0.007046498823910952,0.1844765543937683,0.04017177224159241,-0.3570009469985962,-0.6785835027694702,-2.807354211807251]","[0.23975445330142975,1.0321356058120728,-0.43887758255004883,0.3751296103000641,0.018630387261509895,-0.039637863636016846,1.0805269479751587,-0.46772968769073486,-0.10611472278833389,-0.18162797391414642,0.12445437908172607,-0.27672088146209717,0.302129864692688,0.0920177474617958,0.12121068686246872,0.9971011612811139,-0.031590771929701826,0.0014943394219142647,-0.06920306532539983,-0.007046498823910952,0.1844765543937683,0.04017177224159241,-0.3570009469985962,-0.6785835027694702,-2.807354211807251,-0.019768888481585534,-0.019346594674297113,0.01950694531028794,0.20318900403688683,0.8311115906233069,-0.5176560176121736,0.0017395721515640616]","[0.23975445330142975,1.0321356058120728,-0.43887758255004883,0.3751296103000641,0.018630387261509895,-0.039637863636016846,1.0805269479751587,-0.46772968769073486,-0.10611472278833389,-0.18162797391414642,0.12445437908172607,-0.27672088146209717,0.302129864692688,0.0920177474617958,0.12121068686246872,0.9971011612811139,-0.031590771929701826,0.0014943394219142647,-0.06920306532539983,-0.007046498823910952,0.1844765543937683,0.04017177224159241,-0.3570009469985962,-0.6785835027694702,-2.807354211807251,-0.019768888481585534,-0.019346594674297113,0.01950694531028794,0.20318900403688683,0.8311115906233069,-0.5176560176121736,0.0017395721515640616,1.3,0.0,0.0,0.0,0.0,0.0]",train
6507,1,both_like,both,source,,"{""command_qpos"":[0.0,1.4,-0.4,0.5,0.0,0.0],""command_qvel"":[1.4,0.0,0.0,0.0,0.0,0.0],""obj_pos"":[0.302,0.084,0.12]}","[0.302,0.084,0.12]",1.4,80,2,"[0.19870245456695557,1.0507150888442993,-0.4347634017467499,0.38230007886886597,0.015579856000840664,-0.032806798815727234,1.1504101753234863,-0.8100568056106567,-0.1494383066892624,-0.3370691239833832,0.14758442342281342,-0.31944191455841064,0.30243703722953796,0.08737018704414368,0.12142764031887054,0.9991835803104907,-0.03156236696429897,0.005098810505059076,-0.024698015324185453,0.03435971215367317,0.19148984551429749,0.05526750534772873,-1.516251564025879,0.26259344816207886,-2.6390280723571777]","[0.19870245456695557,1.0507150888442993,-0.4347634017467499,0.38230007886886597,0.015579856000840664,-0.032806798815727234,1.1504101753234863,-0.8100568056106567,-0.1494383066892624,-0.3370691239833832,0.14758442342281342,-0.31944191455841064,0.30243703722953796,0.08737018704414368,0.12142764031887054,0.9991835803104907,-0.03156236696429897,0.005098810505059076,-0.024698015324185453,0.03435971215367317,0.19148984551429749,0.05526750534772873,-1.516251564025879,0.26259344816207886,-2.6390280723571777,-0.019707991866706527,-0.019573935020835577,0.01949488995238085,0.338649161273321,0.7475570858963692,-0.5713800389364374,0.001712385448627174]","[0.19870245456695557,1.0507150888442993,-0.4347634017467499,0.38230007886886597,0.015579856000840664,-0.032806798815727234,1.1504101753234863,-0.8100568056106567,-0.1494383066892624,-0.3370691239833832,0.14758442342281342,-0.31944191455841064,0.30243703722953796,0.08737018704414368,0.12142764031887054,0.9991835803104907,-0.03156236696429897,0.005098810505059076,-0.024698015324185453,0.03435971215367317,0.19148984551429749,0.05526750534772873,-1.516251564025879,0.26259344816207886,-2.6390280723571777,-0.019707991866706527,-0.019573935020835577,0.01949488995238085,0.338649161273321,0.7475570858963692,-0.5713800389364374,0.001712385448627174,1.4,0.0,0.0,0.0,0.0,0.0]",train
6519,1,both_like,both,source,,"{""command_qpos"":[0.0,1.4,-0.4,0.5,0.0,0.0],""command_qvel"":[1.4,0.0,0.0,0.0,0.0,0.0],""obj_pos"":[0.302,0.084,0.12]}","[0.302,0.084,0.12]",1.4,104,3,"[0.2582313120365143,1.031472086906433,-0.4387609660625458,0.37453770637512207,0.02001679129898548,-0.04256819188594818,1.1700527667999268,-0.4631919264793396,-0.11454447358846664,-0.1717825084924698,0.13071556389331818,-0.29200658202171326,0.3037968873977661,0.09504405409097672,0.1222270205616951,0.9954885783758957,-0.05666058105765219,0.001183675013265089,-0.07609643743836271,0.04405175894498825,0.13815626502037048,-0.00018234510207548738,-3.003857135772705,0.37316372990608215,-1.880466103553772]","[0.2582313120365143,1.031472086906433,-0.4387609660625458,0.37453770637512207,0.02001679129898548,-0.04256819188594818,1.1700527667999268,-0.4631919264793396,-0.11454447358846664,-0.1717825084924698,0.13071556389331818,-0.29200658202171326,0.3037968873977661,0.09504405409097672,0.1222270205616951,0.9954885783758957,-0.05666058105765219,0.001183675013265089,-0.07609643743836271,0.04405175894498825,0.13815626502037048,-0.00018234510207548738,-3.003857135772705,0.37316372990608215,-1.880466103553772,-0.01983670533258647,-0.01914397974422183,0.019445192267014653,0.1677557711324154,0.8635427391372066,-0.47555434908659916,0.0020340760238468647]","[0.2582313120365143,1.031472086906433,-0.4387609660625458,0.37453770637512207,0.02001679129898548,-0.04256819188594818,1.1700527667999268,-0.4631919264793396,-0.11454447358846664,-0.1717825084924698,0.13071556389331818,-0.29200658202171326,0.3037968873977661,0.09504405409097672,0.1222270205616951,0.9954885783758957,-0.05666058105765219,0.001183675013265089,-0.07609643743836271,0.04405175894498825,0.13815626502037048,-0.00018234510207548738,-3.003857135772705,0.37316372990608215,-1.880466103553772,-0.01983670533258647,-0.01914397974422183,0.019445192267014653,0.1677557711324154,0.8635427391372066,-0.47555434908659916,0.0020340760238468647,1.4,0.0,0.0,0.0,0.0,0.0]",train
6834,1,both_like,both,source,,"{""command_qpos"":[0.0,1.4,-0.4,0.5,0.0,0.0],""command_qvel"":[1.3,0.0,0.0,0.0,0.0,0.0],""obj_pos"":[0.302,0.085,0.12]}","[0.302,0.085,0.12]",1.3,78,3,"[0.17998768389225006,1.0536011457443237,-0.43457314372062683,0.38387447595596313,0.014117342419922352,-0.02969610132277012,1.0676084756851196,-0.8515323996543884,-0.15631447732448578,-0.3517429828643799,0.1370687335729599,-0.2971431314945221,0.30200523138046265,0.0850144773721695,0.11999443173408508,0.9999999684230748,-0.0001595693997477415,0.0001647440024318898,-0.00010271742615598977,0.0072653330862522125,0.020360976457595825,0.022653987631201744,-0.42804834246635437,0.30541449785232544,-0.2236040085554123]","[0.17998768389225006,1.0536011457443237,-0.43457314372062683,0.38387447595596313,0.014117342419922352,-0.02969610132277012,1.0676084756851196,-0.8515323996543884,-0.15631447732448578,-0.3517429828643799,0.1370687335729599,-0.2971431314945221,0.30200523138046265,0.0850144773721695,0.11999443173408508,0.9999999684230748,-0.0001595693997477415,0.0001647440024318898,-0.00010271742615598977,0.0072653330862522125,0.020360976457595825,0.022653987631201744,-0.42804834246635437,0.30541449785232544,-0.2236040085554123,-0.019754525949100026,-0.01963166927640217,0.01963433928513094,0.43061432389088383,0.6633017243221742,-0.6120474871864334,0.0012962596956640482]","[0.17998768389225006,1.0536011457443237,-0.43457314372062683,0.38387447595596313,0.014117342419922352,-0.02969610132277012,1.0676084756851196,-0.8515323996543884,-0.15631447732448578,-0.3517429828643799,0.1370687335729599,-0.2971431314945221,0.30200523138046265,0.0850144773721695,0.11999443173408508,0.9999999684230748,-0.0001595693997477415,0.0001647440024318898,-0.00010271742615598977,0.0072653330862522125,0.020360976457595825,0.022653987631201744,-0.42804834246635437,0.30541449785232544,-0.2236040085554123,-0.019754525949100026,-0.01963166927640217,0.01963433928513094,0.43061432389088383,0.6633017243221742,-0.6120474871864334,0.0012962596956640482,1.3,0.0,0.0,0.0,0.0,0.0]",train
6841,1,both_like,both,source,,"{""command_qpos"":[0.0,1.4,-0.4,0.5,0.0,0.0],""command_qvel"":[1.3,0.0,0.0,0.0,0.0,0.0],""obj_pos"":[0.302,0.085,0.12]}","[0.302,0.085,0.12]",1.3,92,3,"[0.21211613714694977,1.04047691822052,-0.43711134791374207,0.37848204374313354,0.016600821167230606,-0.03513123095035553,1.06880521774292,-0.6166500449180603,-0.11794832348823547,-0.2574145793914795,0.1333601176738739,-0.29342296719551086,0.3022921681404114,0.08760683238506317,0.12095041573047638,0.999579200482728,-0.018976503027654273,0.004622783744776608,-0.021446308903887424,0.027911273762583733,0.15366163849830627,0.05020385608077049,-1.018660545349121,0.25461968779563904,-2.4457080364227295]","[0.21211613714694977,1.04047691822052,-0.43711134791374207,0.37848204374313354,0.016600821167230606,-0.03513123095035553,1.06880521774292,-0.6166500449180603,-0.11794832348823547,-0.2574145793914795,0.1333601176738739,-0.29342296719551086,0.3022921681404114,0.08760683238506317,0.12095041573047638,0.999579200482728,-0.018976503027654273,0.004622783744776608,-0.021446308903887424,0.027911273762583733,0.15366163849830627,0.05020385608077049,-1.018660545349121,0.25461968779563904,-2.4457080364227295,-0.01962014611119317,-0.019178742482287403,0.019313907242833075,0.3212689662996489,0.7686019698237607,-0.5532063478267308,0.0024072504602372646]","[0.21211613714694977,1.04047691822052,-0.43711134791374207,0.37848204374313354,0.016600821167230606,-0.03513123095035553,1.06880521774292,-0.6166500449180603,-0.11794832348823547,-0.2574145793914795,0.1333601176738739,-0.29342296719551086,0.3022921681404114,0.08760683238506317,0.12095041573047638,0.999579200482728,-0.018976503027654273,0.004622783744776608,-0.021446308903887424,0.027911273762583733,0.15366163849830627,0.05020385608077049,-1.018660545349121,0.25461968779563904,-2.4457080364227295,-0.01962014611119317,-0.019178742482287403,0.019313907242833075,0.3212689662996489,0.7686019698237607,-0.5532063478267308,0.0024072504602372646,1.3,0.0,0.0,0.0,0.0,0.0]",train
6843,1,both_like,both,source,,"{""command_qpos"":[0.0,1.4,-0.4,0.5,0.0,0.0],""command_qvel"":[1.3,0.0,0.0,0.0,0.0,0.0],""obj_pos"":[0.302,0.085,0.12]}","[0.302,0.085,0.12]",1.3,96,3,"[0.22130323946475983,1.0374385118484497,-0.43771544098854065,0.37722885608673096,0.017295414581894875,-0.03666779771447182,1.070286512374878,-0.5630698800086975,-0.10999542474746704,-0.2339613288640976,0.1316933035850525,-0.29059556126594543,0.3025234043598175,0.08888176083564758,0.12112606316804886,0.9991793204713874,-0.02372535358087621,0.00577076347949021,-0.03231859261574984,0.02798212133347988,0.1705067902803421,0.040212713181972504,-0.2878994643688202,-0.09599269926548004,-2.8188719749450684]","[0.22130323946475983,1.0374385118484497,-0.43771544098854065,0.37722885608673096,0.017295414581894875,-0.03666779771447182,1.070286512374878,-0.5630698800086975,-0.10999542474746704,-0.2339613288640976,0.1316933035850525,-0.29059556126594543,0.3025234043598175,0.08888176083564758,0.12112606316804886,0.9991793204713874,-0.02372535358087621,0.00577076347949021,-0.03231859261574984,0.02798212133347988,0.1705067902803421,0.040212713181972504,-0.2878994643688202,-0.09599269926548004,-2.8188719749450684,-0.019648271882113696,-0.019156219894153486,0.019344284313335083,0.29405381797011604,0.7880206766150784,-0.5408842439601212,0.0023046082351356745]","[0.22130323946475983,1.0374385118484497,-0.43771544098854065,0.37722885608673096,0.017295414581894875,-0.03666779771447182,1.070286512374878,-0.5630698800086975,-0.10999542474746704,-0.2339613288640976,0.1316933035850525,-0.29059556126594543,0.3025234043598175,0.08888176083564758,0.12112606316804886,0.9991793204713874,-0.02372535358087621,0.00577076347949021,-0.03231859261574984,0.02798212133347988,0.1705067902803421,0.040212713181972504,-0.2878994643688202,-0.09599269926548004,-2.8188719749450684,-0.019648271882113696,-0.019156219894153486,0.019344284313335083,0.29405381797011604,0.7880206766150784,-0.5408842439601212,0.0023046082351356745,1.3,0.0,0.0,0.0,0.0,0.0]",train
6874,1,both_like,both,source,,"{""command_qpos"":[0.0,1.4,-0.4,0.5,0.0,0.0],""command_qvel"":[1.4,0.0,0.0,0.0,0.0,0.0],""obj_pos"":[0.302,0.085,0.12]}","[0.302,0.085,0.12]",1.4,76,3,"[0.18881633877754211,1.0550907850265503,-0.4339350163936615,0.38409608602523804,0.014803626574575901,-0.0311261173337698,1.1501941680908203,-0.8889782428741455,-0.1616714894771576,-0.36827221512794495,0.14855040609836578,-0.3203543424606323,0.30220526456832886,0.0861935093998909,0.12069200724363327,0.9998522758486943,-0.014382062136912283,0.0035360214854270556,-0.008722346068059852,0.031053148210048676,0.14745040237903595,0.07747097313404083,-2.562952756881714,0.6229605078697205,-1.9507653713226318]","[0.18881633877754211,1.0550907850265503,-0.4339350163936615,0.38409608602523804,0.014803626574575901,-0.0311261173337698,1.1501941680908203,-0.8889782428741455,-0.1616714894771576,-0.36827221512794495,0.14855040609836578,-0.3203543424606323,0.30220526456832886,0.0861935093998909,0.12069200724363327,0.9998522758486943,-0.014382062136912283,0.0035360214854270556,-0.008722346068059852,0.031053148210048676,0.14745040237903595,0.07747097313404083,-2.562952756881714,0.6229605078697205,-1.9507653713226318,-0.019614784768162367,-0.019441268219074985,0.019361837837774946,0.38452953064699824,0.7139377531226418,-0.585175123126909,0.002188449027016759]","[0.18881633877754211,1.0550907850265503,-0.4339350163936615,0.38409608602523804,0.014803626574575901,-0.0311261173337698,1.1501941680908203,-0.8889782428741455,-0.1616714894771576,-0.36827221512794495,0.14855040609836578,-0.3203543424606323,0.30220526456832886,0.0861935093998909,0.12069200724363327,0.9998522758486943,-0.014382062136912283,0.0035360214854270556,-0.008722346068059852,0.031053148210048676,0.14745040237903595,0.07747097313404083,-2.562952756881714,0.6229605078697205,-1.9507653713226318,-0.019614784768162367,-0.019441268219074985,0.019361837837774946,0.38452953064699824,0.7139377531226418,-0.585175123126909,0.002188449027016759,1.4,0.0,0.0,0.0,0.0,0.0]",train
6881,1,both_like,both,source,,"{""command_qpos"":[0.0,1.4,-0.4,0.5,0.0,0.0],""command_qvel"":[1.4,0.0,0.0,0.0,0.0,0.0],""obj_pos"":[0.302,0.085,0.12]}","[0.302,0.085,0.12]",1.4,90,3,"[0.22342830896377563,1.04139244556427,-0.4365662634372711,0.3784486651420593,0.01749279350042343,-0.03698427975177765,1.1521148681640625,-0.6434249877929688,-0.12296564877033234,-0.2692156732082367,0.14416582882404327,-0.31597885489463806,0.30287808179855347,0.09071395546197891,0.12142839282751083,0.9986195622193172,-0.03316733632848391,-0.001144750399635696,-0.04071347811591394,0.03441261500120163,0.14588095247745514,0.03155241161584854,-0.5062127113342285,-0.4741135835647583,-1.6800357103347778]","[0.22342830896377563,1.04139244556427,-0.4365662634372711,0.3784486651420593,0.01749279350042343,-0.03698427975177765,1.1521148681640625,-0.6434249877929688,-0.12296564877033234,-0.2692156732082367,0.14416582882404327,-0.31597885489463806,0.30287808179855347,0.09071395546197891,0.12142839282751083,0.9986195622193172,-0.03316733632848391,-0.001144750399635696,-0.04071347811591394,0.03441261500120163,0.14588095247745514,0.03155241161584854,-0.5062127113342285,-0.4741135835647583,-1.6800357103347778,-0.019749917276556398,-0.019392993286813903,0.019518881033567234,0.27912882045119264,0.796292177354846,-0.5366617835070839,0.001917990273796022]","[0.22342830896377563,1.04139244556427,-0.4365662634372711,0.3784486651420593,0.01749279350042343,-0.03698427975177765,1.1521148681640625,-0.6434249877929688,-0.12296564877033234,-0.2692156732082367,0.14416582882404327,-0.31597885489463806,0.30287808179855347,0.09071395546197891,0.12142839282751083,0.9986195622193172,-0.03316733632848391,-0.001144750399635696,-0.04071347811591394,0.03441261500120163,0.14588095247745514,0.03155241161584854,-0.5062127113342285,-0.4741135835647583,-1.6800357103347778,-0.019749917276556398,-0.019392993286813903,0.019518881033567234,0.27912882045119264,0.796292177354846,-0.5366617835070839,0.001917990273796022,1.4,0.0,0.0,0.0,0.0,0.0]",train
