anchor_id,label,label_name,source_subtype,evaluation_role,audit_provenance,trajectory_key,obj_pos,speed,anchor_step,contact_count,X1,X2,X3,split
1309,1,both_like,both,source,,"{""command_qpos"":[0.0,1.4,-0.4,0.5,0.0,0.0],""command_qvel"":[1.3,0.0,0.0,0.0,0.0,0.0],""obj_pos"":[0.302,0.07,0.12]}","[0.302,0.07,0.12]",1.3,98,4,"[0.22589924931526184,1.0360162258148193,-0.4380090832710266,0.37665054202079773,0.017640862613916397,-0.03741570934653282,1.0742647647857666,-0.5379817485809326,-0.11050381511449814,-0.21910512447357178,0.12906582653522491,-0.28639736771583557,0.30447566509246826,0.08641652762889862,0.12061003595590591,0.9932495758058429,-0.012612770065699129,0.0004980014540047243,-0.11530806644521671,0.03699015825986862,0.16440801322460175,-0.04706567898392677,-2.0265777111053467,-0.23513667285442352,-2.1634578704833984]","[0.22589924931526184,1.0360162258148193,-0.4380090832710266,0.37665054202079773,0.017640862613916397,-0.03741570934653282,1.0742647647857666,-0.5379817485809326,-0.11050381511449814,-0.21910512447357178,0.12906582653522491,-0.28639736771583557,0.30447566509246826,0.08641652762889862,0.12061003595590591,0.9932495758058429,-0.012612770065699129,0.0004980014540047243,-0.11530806644521671,0.03699015825986862,0.16440801322460175,-0.04706567898392677,-2.0265777111053467,-0.23513667285442352,-2.1634578704833984,-0.02155259623485972,-0.01919795207283585,0.01946845124541548,0.02771214799254421,0.8586655275104228,-0.5117866242086506,0.0019299406558275223]","[0.22589924931526184,1.0360162258148193,-0.4380090832710266,0.37665054202079773,0.017640862613916397,-0.03741570934653282,1.0742647647857666,-0.5379817485809326,-0.11050381511449814,-0.21910512447357178,0.12906582653522491,-0.28639736771583557,0.30447566509246826,0.08641652762889862,0.12061003595590591,0.9932495758058429,-0.012612770065699129,0.0004980014540047243,-0.11530806644521671,0.03699015825986862,0.16440801322460175,-0.04706567898392677,-2.0265777111053467,-0.23513667285442352,-2.1634578704833984,-0.02155259623485972,-0.01919795207283585,0.01946845124541548,0.02771214799254421,0.8586655275104228,-0.5117866242086506,0.0019299406558275223,1.3,0.0,0.0,0.0,0.0,0.0]",source_test
1310,1,both_like,both,source,,"{""command_qpos"":[0.0,1.4,-0.4,0.5,0.0,0.0],""command_qvel"":[1.3,0.0,0.0,0.0,0.0,0.0],""obj_pos"":[0.302,0.07,0.12]}","[0.302,0.07,0.12]",1.3,100,3,"[0.2305070459842682,1.0346605777740479,-0.43829888105392456,0.3761076033115387,0.017978062853217125,-0.038163501769304276,1.0754119157791138,-0.5138397812843323,-0.10790719836950302,-0.20725558698177338,0.12819752097129822,-0.2833977937698364,0.30464163422584534,0.08705703169107437,0.12055903673171997,0.9927833381301778,-0.015162726413611181,0.0007807039423734594,-0.11895682309208286,0.04620914161205292,0.15763448178768158,0.03788783401250839,-0.4537530243396759,0.29392096400260925,-1.4643261432647705]","[0.2305070459842682,1.0346605777740479,-0.43829888105392456,0.3761076033115387,0.017978062853217125,-0.038163501769304276,1.0754119157791138,-0.5138397812843323,-0.10790719836950302,-0.20725558698177338,0.12819752097129822,-0.2833977937698364,0.30464163422584534,0.08705703169107437,0.12055903673171997,0.9927833381301778,-0.015162726413611181,0.0007807039423734594,-0.11895682309208286,0.04620914161205292,0.15763448178768158,0.03788783401250839,-0.4537530243396759,0.29392096400260925,-1.4643261432647705,-0.021964315365144593,-0.01919525628671488,0.019451843258331963,0.02479102784058341,0.8598565370298316,-0.509933466901,0.0018592579290270805]","[0.2305070459842682,1.0346605777740479,-0.43829888105392456,0.3761076033115387,0.017978062853217125,-0.038163501769304276,1.0754119157791138,-0.5138397812843323,-0.10790719836950302,-0.20725558698177338,0.12819752097129822,-0.2833977937698364,0.30464163422584534,0.08705703169107437,0.12055903673171997,0.9927833381301778,-0.015162726413611181,0.0007807039423734594,-0.11895682309208286,0.04620914161205292,0.15763448178768158,0.03788783401250839,-0.4537530243396759,0.29392096400260925,-1.4643261432647705,-0.021964315365144593,-0.01919525628671488,0.019451843258331963,0.02479102784058341,0.8598565370298316,-0.509933466901,0.0018592579290270805,1.3,0.0,0.0,0.0,0.0,0.0]",source_test
2035,1,both_like,both,source,,"{""command_qpos"":[0.0,1.4,-0.4,0.5,0.0,0.0],""command_qvel"":[1.3,0.0,0.0,0.0,0.0,0.0],""obj_pos"":[0.302,0.072,0.12]}","[0.302,0.072,0.12]",1.3,74,2,"[0.17080466449260712,1.0581973791122437,-0.4337039887905121,0.3857448399066925,0.013401665724813938,-0.028126193210482597,1.0674360990524292,-0.9342295527458191,-0.16877876222133636,-0.3843037784099579,0.13780105113983154,-0.29794809222221375,0.3043286204338074,0.08076687902212143,0.11975044012069702,0.9989276688249271,0.0029775331359421,0.00011169164885176144,-0.04620210252138517,0.006928927265107632,0.06873634457588196,0.05944538861513138,-2.361327648162842,0.7397688627243042,-0.8935967683792114]","[0.17080466449260712,1.0581973791122437,-0.4337039887905121,0.3857448399066925,0.013401665724813938,-0.028126193210482597,1.0674360990524292,-0.9342295527458191,-0.16877876222133636,-0.3843037784099579,0.13780105113983154,-0.29794809222221375,0.3043286204338074,0.08076687902212143,0.11975044012069702,0.9989276688249271,0.0029775331359421,0.00011169164885176144,-0.04620210252138517,0.006928927265107632,0.06873634457588196,0.05944538861513138,-2.361327648162842,0.7397688627243042,-0.8935967683792114,-0.019824602250450966,-0.01977092009434512,0.019639645631477458,0.34372021122210056,0.6892040710580405,-0.6378512090091687,0.001054733875207603]","[0.17080466449260712,1.0581973791122437,-0.4337039887905121,0.3857448399066925,0.013401665724813938,-0.028126193210482597,1.0674360990524292,-0.9342295527458191,-0.16877876222133636,-0.3843037784099579,0.13780105113983154,-0.29794809222221375,0.3043286204338074,0.08076687902212143,0.11975044012069702,0.9989276688249271,0.0029775331359421,0.00011169164885176144,-0.04620210252138517,0.006928927265107632,0.06873634457588196,0.05944538861513138,-2.361327648162842,0.7397688627243042,-0.8935967683792114,-0.019824602250450966,-0.01977092009434512,0.019639645631477458,0.34372021122210056,0.6892040710580405,-0.6378512090091687,0.001054733875207603,1.3,0.0,0.0,0.0,0.0,0.0]",source_test
2038,1,both_like,both,source,,"{""command_qpos"":[0.0,1.4,-0.4,0.5,0.0,0.0],""command_qvel"":[1.3,0.0,0.0,0.0,0.0,0.0],""obj_pos"":[0.302,0.072,0.12]}","[0.302,0.072,0.12]",1.3,80,3,"[0.18457075953483582,1.051453709602356,-0.4349788427352905,0.38299471139907837,0.014480458572506905,-0.030470319092273712,1.067936897277832,-0.812743604183197,-0.1504620760679245,-0.3363628089427948,0.13641594350337982,-0.29706376791000366,0.30431658029556274,0.08216974139213562,0.12092307209968567,0.998410875500993,-0.018022418717448727,0.0011404511012911493,-0.053381789743312334,-0.0042341952212154865,0.1387513428926468,0.0712258443236351,-4.235063552856445,-0.06876332312822342,-1.8434054851531982]","[0.18457075953483582,1.051453709602356,-0.4349788427352905,0.38299471139907837,0.014480458572506905,-0.030470319092273712,1.067936897277832,-0.812743604183197,-0.1504620760679245,-0.3363628089427948,0.13641594350337982,-0.29706376791000366,0.30431658029556274,0.08216974139213562,0.12092307209968567,0.998410875500993,-0.018022418717448727,0.0011404511012911493,-0.053381789743312334,-0.0042341952212154865,0.1387513428926468,0.0712258443236351,-4.235063552856445,-0.06876332312822342,-1.8434054851531982,-0.019820689189736874,-0.019356864274869857,0.01945253391933971,0.18655914752861716,0.8304562636842457,-0.5249172111685787,0.0021350872702896595]","[0.18457075953483582,1.051453709602356,-0.4349788427352905,0.38299471139907837,0.014480458572506905,-0.030470319092273712,1.067936897277832,-0.812743604183197,-0.1504620760679245,-0.3363628089427948,0.13641594350337982,-0.29706376791000366,0.30431658029556274,0.08216974139213562,0.12092307209968567,0.998410875500993,-0.018022418717448727,0.0011404511012911493,-0.053381789743312334,-0.0042341952212154865,0.1387513428926468,0.0712258443236351,-4.235063552856445,-0.06876332312822342,-1.8434054851531982,-0.019820689189736874,-0.019356864274869857,0.01945253391933971,0.18655914752861716,0.8304562636842457,-0.5249172111685787,0.0021350872702896595,1.3,0.0,0.0,0.0,0.0,0.0]",source_test
2045,1,both_like,both,source,,"{""command_qpos"":[0.0,1.4,-0.4,0.5,0.0,0.0],""command_qvel"":[1.3,0.0,0.0,0.0,0.0,0.0],""obj_pos"":[0.302,0.072,0.12]}","[0.302,0.072,0.12]",1.3,94,3,"[0.21670351922512054,1.0389201641082764,-0.4374161660671234,0.3778369426727295,0.016952896490693092,-0.035896457731723785,1.0692484378814697,-0.5892046689987183,-0.11346312612295151,-0.24586790800094604,0.13264741003513336,-0.2924746572971344,0.3045293688774109,0.08577702194452286,0.12173588573932648,0.995740308147463,-0.043707356457851926,0.0037822609821700345,-0.08109624050302584,0.0261713657528162,0.1790323108434677,0.03200741484761238,-0.47580695152282715,-0.458408385515213,-2.7858729362487793]","[0.21670351922512054,1.0389201641082764,-0.4374161660671234,0.3778369426727295,0.016952896490693092,-0.035896457731723785,1.0692484378814697,-0.5892046689987183,-0.11346312612295151,-0.24586790800094604,0.13264741003513336,-0.2924746572971344,0.3045293688774109,0.08577702194452286,0.12173588573932648,0.995740308147463,-0.043707356457851926,0.0037822609821700345,-0.08109624050302584,0.0261713657528162,0.1790323108434677,0.03200741484761238,-0.47580695152282715,-0.458408385515213,-2.7858729362487793,-0.019704188407704114,-0.019111691700125753,0.01936371983136123,0.22764149343365292,0.825001265053914,-0.5172545438434908,0.002499315654858947]","[0.21670351922512054,1.0389201641082764,-0.4374161660671234,0.3778369426727295,0.016952896490693092,-0.035896457731723785,1.0692484378814697,-0.5892046689987183,-0.11346312612295151,-0.24586790800094604,0.13264741003513336,-0.2924746572971344,0.3045293688774109,0.08577702194452286,0.12173588573932648,0.995740308147463,-0.043707356457851926,0.0037822609821700345,-0.08109624050302584,0.0261713657528162,0.1790323108434677,0.03200741484761238,-0.47580695152282715,-0.458408385515213,-2.7858729362487793,-0.019704188407704114,-0.019111691700125753,0.01936371983136123,0.22764149343365292,0.825001265053914,-0.5172545438434908,0.002499315654858947,1.3,0.0,0.0,0.0,0.0,0.0]",source_test
2046,1,both_like,both,source,,"{""command_qpos"":[0.0,1.4,-0.4,0.5,0.0,0.0],""command_qvel"":[1.3,0.0,0.0,0.0,0.0,0.0],""obj_pos"":[0.302,0.072,0.12]}","[0.302,0.072,0.12]",1.3,96,3,"[0.22129900753498077,1.037435531616211,-0.4377140700817108,0.37722617387771606,0.017298510298132896,-0.0366625115275383,1.071259617805481,-0.562982976436615,-0.11116460710763931,-0.23303304612636566,0.13107293844223022,-0.2902396619319916,0.3046360909938812,0.08650193363428116,0.12177790701389313,0.9951877365013316,-0.04516593533451642,0.002859642368977098,-0.08690931968572815,0.02699868567287922,0.182611346244812,-0.006300757173448801,-0.824934184551239,-0.3485667407512665,-3.0370538234710693]","[0.22129900753498077,1.037435531616211,-0.4377140700817108,0.37722617387771606,0.017298510298132896,-0.0366625115275383,1.071259617805481,-0.562982976436615,-0.11116460710763931,-0.23303304612636566,0.13107293844223022,-0.2902396619319916,0.3046360909938812,0.08650193363428116,0.12177790701389313,0.9951877365013316,-0.04516593533451642,0.002859642368977098,-0.08690931968572815,0.02699868567287922,0.182611346244812,-0.006300757173448801,-0.824934184551239,-0.3485667407512665,-3.0370538234710693,-0.019737889358069895,-0.019160793305032467,0.019415221297961048,0.2100019846389349,0.8327552372556786,-0.5122673923557375,0.002343517728149891]","[0.22129900753498077,1.037435531616211,-0.4377140700817108,0.37722617387771606,0.017298510298132896,-0.0366625115275383,1.071259617805481,-0.562982976436615,-0.11116460710763931,-0.23303304612636566,0.13107293844223022,-0.2902396619319916,0.3046360909938812,0.08650193363428116,0.12177790701389313,0.9951877365013316,-0.04516593533451642,0.002859642368977098,-0.08690931968572815,0.02699868567287922,0.182611346244812,-0.006300757173448801,-0.824934184551239,-0.3485667407512665,-3.0370538234710693,-0.019737889358069895,-0.019160793305032467,0.019415221297961048,0.2100019846389349,0.8327552372556786,-0.5122673923557375,0.002343517728149891,1.3,0.0,0.0,0.0,0.0,0.0]",source_test
2049,1,both_like,both,source,,"{""command_qpos"":[0.0,1.4,-0.4,0.5,0.0,0.0],""command_qvel"":[1.3,0.0,0.0,0.0,0.0,0.0],""obj_pos"":[0.302,0.072,0.12]}","[0.302,0.072,0.12]",1.3,102,4,"[0.23512732982635498,1.0333666801452637,-0.4385893940925598,0.37560126185417175,0.01830686442553997,-0.038904305547475815,1.0795847177505493,-0.49039027094841003,-0.1087464764714241,-0.19274385273456573,0.12528976798057556,-0.2794167101383209,0.3050535023212433,0.0887356847524643,0.12198902666568756,0.99365370728118,-0.04790049010722631,0.0027846698442528348,-0.1017354346710778,0.03671353682875633,0.18969818949699402,-0.023990867659449577,-0.6864178776741028,0.210029736161232,-2.607715368270874]","[0.23512732982635498,1.0333666801452637,-0.4385893940925598,0.37560126185417175,0.01830686442553997,-0.038904305547475815,1.0795847177505493,-0.49039027094841003,-0.1087464764714241,-0.19274385273456573,0.12528976798057556,-0.2794167101383209,0.3050535023212433,0.0887356847524643,0.12198902666568756,0.99365370728118,-0.04790049010722631,0.0027846698442528348,-0.1017354346710778,0.03671353682875633,0.18969818949699402,-0.023990867659449577,-0.6864178776741028,0.210029736161232,-2.607715368270874,-0.02431474847683643,-0.019161537572763218,0.01948337211087652,0.10796100906111988,0.8738783991804508,-0.47400523622457735,0.0020148982293903828]","[0.23512732982635498,1.0333666801452637,-0.4385893940925598,0.37560126185417175,0.01830686442553997,-0.038904305547475815,1.0795847177505493,-0.49039027094841003,-0.1087464764714241,-0.19274385273456573,0.12528976798057556,-0.2794167101383209,0.3050535023212433,0.0887356847524643,0.12198902666568756,0.99365370728118,-0.04790049010722631,0.0027846698442528348,-0.1017354346710778,0.03671353682875633,0.18969818949699402,-0.023990867659449577,-0.6864178776741028,0.210029736161232,-2.607715368270874,-0.02431474847683643,-0.019161537572763218,0.01948337211087652,0.10796100906111988,0.8738783991804508,-0.47400523622457735,0.0020148982293903828,1.3,0.0,0.0,0.0,0.0,0.0]",source_test
2055,1,both_like,both,source,,"{""command_qpos"":[0.0,1.4,-0.4,0.5,0.0,0.0],""command_qvel"":[1.4,0.0,0.0,0.0,0.0,0.0],""obj_pos"":[0.302,0.072,0.12]}","[0.302,0.072,0.12]",1.4,32,2,"[0.07997472584247589,1.139220952987671,-0.419547975063324,0.41617730259895325,0.006143399514257908,-0.012615617364645004,1.166202187538147,-2.0473806858062744,-0.37447306513786316,-0.67085862159729,0.1552012413740158,-0.30754122138023376,0.30200645327568054,0.07204051315784454,0.12001574039459229,0.9999998165155266,-0.0005142869446487204,0.00011498537776226931,-0.000298757785354966,0.008018631488084793,0.04634062200784683,0.03686251491308212,-1.603002667427063,0.4761304259300232,-0.9322835206985474]","[0.07997472584247589,1.139220952987671,-0.419547975063324,0.41617730259895325,0.006143399514257908,-0.012615617364645004,1.166202187538147,-2.0473806858062744,-0.37447306513786316,-0.67085862159729,0.1552012413740158,-0.30754122138023376,0.30200645327568054,0.07204051315784454,0.12001574039459229,0.9999998165155266,-0.0005142869446487204,0.00011498537776226931,-0.000298757785354966,0.008018631488084793,0.04634062200784683,0.03686251491308212,-1.603002667427063,0.4761304259300232,-0.9322835206985474,-0.01981709171288056,-0.019479922083353633,0.01959863008561021,0.25883167425453085,0.8160532193397361,-0.5167816827325145,0.0012405382003635168]","[0.07997472584247589,1.139220952987671,-0.419547975063324,0.41617730259895325,0.006143399514257908,-0.012615617364645004,1.166202187538147,-2.0473806858062744,-0.37447306513786316,-0.67085862159729,0.1552012413740158,-0.30754122138023376,0.30200645327568054,0.07204051315784454,0.12001574039459229,0.9999998165155266,-0.0005142869446487204,0.00011498537776226931,-0.000298757785354966,0.008018631488084793,0.04634062200784683,0.03686251491308212,-1.603002667427063,0.4761304259300232,-0.9322835206985474,-0.01981709171288056,-0.019479922083353633,0.01959863008561021,0.25883167425453085,0.8160532193397361,-0.5167816827325145,0.0012405382003635168,1.4,0.0,0.0,0.0,0.0,0.0]",source_test
2066,0,stable_like,stable,source,,"{""command_qpos"":[0.0,1.4,-0.4,0.5,0.0,0.0],""command_qvel"":[1.4,0.0,0.0,0.0,0.0,0.0],""obj_pos"":[0.302,0.072,0.12]}","[0.302,0.072,0.12]",1.4,54,2,"[0.134465292096138,1.0881212949752808,-0.4281500577926636,0.3974510133266449,0.010483639314770699,-0.02179655246436596,1.1480437517166138,-1.4895544052124023,-0.23318183422088623,-0.6000229120254517,0.15004734694957733,-0.32358771562576294,0.3021529018878937,0.07764793932437897,0.1205868348479271,0.999022977606102,-0.010313944766620021,0.0042860741064859945,-0.042759119812533344,0.02255181595683098,0.17686563730239868,0.02631281688809395,-0.5263203382492065,1.4397027492523193,-2.683525323867798]","[0.134465292096138,1.0881212949752808,-0.4281500577926636,0.3974510133266449,0.010483639314770699,-0.02179655246436596,1.1480437517166138,-1.4895544052124023,-0.23318183422088623,-0.6000229120254517,0.15004734694957733,-0.32358771562576294,0.3021529018878937,0.07764793932437897,0.1205868348479271,0.999022977606102,-0.010313944766620021,0.0042860741064859945,-0.042759119812533344,0.02255181595683098,0.17686563730239868,0.02631281688809395,-0.5263203382492065,1.4397027492523193,-2.683525323867798,-0.019198361932467874,-0.018646596593294994,0.018766417738023997,0.3620428641171844,0.7350258835354698,-0.5732904282078394,0.002589538460597396]","[0.134465292096138,1.0881212949752808,-0.4281500577926636,0.3974510133266449,0.010483639314770699,-0.02179655246436596,1.1480437517166138,-1.4895544052124023,-0.23318183422088623,-0.6000229120254517,0.15004734694957733,-0.32358771562576294,0.3021529018878937,0.07764793932437897,0.1205868348479271,0.999022977606102,-0.010313944766620021,0.0042860741064859945,-0.042759119812533344,0.02255181595683098,0.17686563730239868,0.02631281688809395,-0.5263203382492065,1.4397027492523193,-2.683525323867798,-0.019198361932467874,-0.018646596593294994,0.018766417738023997,0.3620428641171844,0.7350258835354698,-0.5732904282078394,0.002589538460597396,1.4,0.0,0.0,0.0,0.0,0.0]",source_test
2077,0,stable_like,signature_only,source,,"{""command_qpos"":[0.0,1.4,-0.4,0.5,0.0,0.0],""command_qvel"":[1.4,0.0,0.0,0.0,0.0,0.0],""obj_pos"":[0.302,0.072,0.12]}","[0.302,0.072,0.12]",1.4,76,3,"[0.18881474435329437,1.0551259517669678,-0.43394315242767334,0.38412508368492126,0.01480516605079174,-0.031121201813220978,1.1502548456192017,-0.8890314698219299,-0.1617845892906189,-0.36826711893081665,0.14849023520946503,-0.32047122716903687,0.3027038872241974,0.08387178182601929,0.11981965601444244,0.99547047581095,0.0020514093578105465,-0.0013099038194523123,-0.0950400318831561,0.0062699951231479645,0.02598465606570244,0.020992720499634743,-0.5770759582519531,0.517717182636261,-0.5127360224723816]","[0.18881474435329437,1.0551259517669678,-0.43394315242767334,0.38412508368492126,0.01480516605079174,-0.031121201813220978,1.1502548456192017,-0.8890314698219299,-0.1617845892906189,-0.36826711893081665,0.14849023520946503,-0.32047122716903687,0.3027038872241974,0.08387178182601929,0.11981965601444244,0.99547047581095,0.0020514093578105465,-0.0013099038194523123,-0.0950400318831561,0.0062699951231479645,0.02598465606570244,0.020992720499634743,-0.5770759582519531,0.517717182636261,-0.5127360224723816,-0.021431077723479994,-0.019665817886869368,0.019625217731010797,0.2518313174390522,0.7301610587987386,-0.6351738468882486,0.001213720184750855]","[0.18881474435329437,1.0551259517669678,-0.43394315242767334,0.38412508368492126,0.01480516605079174,-0.031121201813220978,1.1502548456192017,-0.8890314698219299,-0.1617845892906189,-0.36826711893081665,0.14849023520946503,-0.32047122716903687,0.3027038872241974,0.08387178182601929,0.11981965601444244,0.99547047581095,0.0020514093578105465,-0.0013099038194523123,-0.0950400318831561,0.0062699951231479645,0.02598465606570244,0.020992720499634743,-0.5770759582519531,0.517717182636261,-0.5127360224723816,-0.021431077723479994,-0.019665817886869368,0.019625217731010797,0.2518313174390522,0.7301610587987386,-0.6351738468882486,0.001213720184750855,1.4,0.0,0.0,0.0,0.0,0.0]",source_test
2108,1,both_like,both,source,,"{""command_qpos"":[0.0,1.4,-0.4,0.5,0.0,0.0],""command_qvel"":[1.5,0.0,0.0,0.0,0.0,0.0],""obj_pos"":[0.302,0.072,0.12]}","[0.302,0.072,0.12]",1.5,56,3,"[0.149290069937706,1.0836620330810547,-0.42858996987342834,0.3953682780265808,0.011629283428192139,-0.024259069934487343,1.2304097414016724,-1.4173704385757446,-0.22633078694343567,-0.5745826959609985,0.16245833039283752,-0.3459285795688629,0.30183839797973633,0.07983709871768951,0.12038077414035797,0.9979835724027286,-0.009720334759192088,0.0003323950796561498,-0.06272315218456367,0.008863843977451324,0.053304530680179596,-0.04641120508313179,2.0656168460845947,3.40309739112854,-0.6232504844665527]","[0.149290069937706,1.0836620330810547,-0.42858996987342834,0.3953682780265808,0.011629283428192139,-0.024259069934487343,1.2304097414016724,-1.4173704385757446,-0.22633078694343567,-0.5745826959609985,0.16245833039283752,-0.3459285795688629,0.30183839797973633,0.07983709871768951,0.12038077414035797,0.9979835724027286,-0.009720334759192088,0.0003323950796561498,-0.06272315218456367,0.008863843977451324,0.053304530680179596,-0.04641120508313179,2.0656168460845947,3.40309739112854,-0.6232504844665527,-0.026514186829706018,-0.018830909031592163,0.019103934871522715,0.2292649290105714,0.8082597267501537,-0.5423594808238763,0.002577203558757901]","[0.149290069937706,1.0836620330810547,-0.42858996987342834,0.3953682780265808,0.011629283428192139,-0.024259069934487343,1.2304097414016724,-1.4173704385757446,-0.22633078694343567,-0.5745826959609985,0.16245833039283752,-0.3459285795688629,0.30183839797973633,0.07983709871768951,0.12038077414035797,0.9979835724027286,-0.009720334759192088,0.0003323950796561498,-0.06272315218456367,0.008863843977451324,0.053304530680179596,-0.04641120508313179,2.0656168460845947,3.40309739112854,-0.6232504844665527,-0.026514186829706018,-0.018830909031592163,0.019103934871522715,0.2292649290105714,0.8082597267501537,-0.5423594808238763,0.002577203558757901,1.5,0.0,0.0,0.0,0.0,0.0]",source_test
2112,0,stable_like,stable,source,,"{""command_qpos"":[0.0,1.4,-0.4,0.5,0.0,0.0],""command_qvel"":[1.5,0.0,0.0,0.0,0.0,0.0],""obj_pos"":[0.302,0.072,0.12]}","[0.302,0.072,0.12]",1.5,64,0,"[0.1704631894826889,1.0703459978103638,-0.4308707118034363,0.3900034427642822,0.013329685665667057,-0.027895240113139153,1.2321821451187134,-1.1738684177398682,-0.2001773566007614,-0.4811273217201233,0.16166144609451294,-0.34597113728523254,0.3021617531776428,0.08283872157335281,0.12107837945222855,0.9959777803178598,-0.016040356207330377,0.01198313152484169,-0.08733483065025908,0.019150612875819206,0.2265118658542633,0.019936420023441315,-1.5022070407867432,0.9134279489517212,-3.9552669525146484]","[0.1704631894826889,1.0703459978103638,-0.4308707118034363,0.3900034427642822,0.013329685665667057,-0.027895240113139153,1.2321821451187134,-1.1738684177398682,-0.2001773566007614,-0.4811273217201233,0.16166144609451294,-0.34597113728523254,0.3021617531776428,0.08283872157335281,0.12107837945222855,0.9959777803178598,-0.016040356207330377,0.01198313152484169,-0.08733483065025908,0.019150612875819206,0.2265118658542633,0.019936420023441315,-1.5022070407867432,0.9134279489517212,-3.9552669525146484,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.1704631894826889,1.0703459978103638,-0.4308707118034363,0.3900034427642822,0.013329685665667057,-0.027895240113139153,1.2321821451187134,-1.1738684177398682,-0.2001773566007614,-0.4811273217201233,0.16166144609451294,-0.34597113728523254,0.3021617531776428,0.08283872157335281,0.12107837945222855,0.9959777803178598,-0.016040356207330377,0.01198313152484169,-0.08733483065025908,0.019150612875819206,0.2265118658542633,0.019936420023441315,-1.5022070407867432,0.9134279489517212,-3.9552669525146484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0]",source_test
2127,1,both_like,both,source,,"{""command_qpos"":[0.0,1.4,-0.4,0.5,0.0,0.0],""command_qvel"":[1.5,0.0,0.0,0.0,0.0,0.0],""obj_pos"":[0.302,0.072,0.12]}","[0.302,0.072,0.12]",1.5,94,3,"[0.2499966323375702,1.037683367729187,-0.4370656907558441,0.3766230642795563,0.019528435543179512,-0.041313495486974716,1.2461035251617432,-0.5854240655899048,-0.12738552689552307,-0.23264449834823608,0.1478881984949112,-0.32470279932022095,0.30295631289482117,0.09111978858709335,0.12066566944122314,0.9903910843330983,-0.009708639319804587,0.0015648701366013332,-0.13794489326366205,0.058850377798080444,0.14979557693004608,0.012651781551539898,-2.7017812728881836,0.02949320152401924,-2.0460636615753174]","[0.2499966323375702,1.037683367729187,-0.4370656907558441,0.3766230642795563,0.019528435543179512,-0.041313495486974716,1.2461035251617432,-0.5854240655899048,-0.12738552689552307,-0.23264449834823608,0.1478881984949112,-0.32470279932022095,0.30295631289482117,0.09111978858709335,0.12066566944122314,0.9903910843330983,-0.009708639319804587,0.0015648701366013332,-0.13794489326366205,0.058850377798080444,0.14979557693004608,0.012651781551539898,-2.7017812728881836,0.02949320152401924,-2.0460636615753174,-0.021392903687866307,-0.019019628729693733,0.019238505578289763,0.0601975490305574,0.8236617481064141,-0.5638772737014673,0.002669846871867776]","[0.2499966323375702,1.037683367729187,-0.4370656907558441,0.3766230642795563,0.019528435543179512,-0.041313495486974716,1.2461035251617432,-0.5854240655899048,-0.12738552689552307,-0.23264449834823608,0.1478881984949112,-0.32470279932022095,0.30295631289482117,0.09111978858709335,0.12066566944122314,0.9903910843330983,-0.009708639319804587,0.0015648701366013332,-0.13794489326366205,0.058850377798080444,0.14979557693004608,0.012651781551539898,-2.7017812728881836,0.02949320152401924,-2.0460636615753174,-0.021392903687866307,-0.019019628729693733,0.019238505578289763,0.0601975490305574,0.8236617481064141,-0.5638772737014673,0.002669846871867776,1.5,0.0,0.0,0.0,0.0,0.0]",source_test
2129,1,both_like,both,source,,"{""command_qpos"":[0.0,1.4,-0.4,0.5,0.0,0.0],""command_qvel"":[1.5,0.0,0.0,0.0,0.0,0.0],""obj_pos"":[0.302,0.072,0.12]}","[0.302,0.072,0.12]",1.5,98,1,"[0.2606735825538635,1.0348044633865356,-0.43773263692855835,0.37551242113113403,0.020293567329645157,-0.04299945384263992,1.2503666877746582,-0.5321272015571594,-0.1238899976015091,-0.2044268101453781,0.14436835050582886,-0.3178781569004059,0.3034401834011078,0.09234495460987091,0.12072920054197311,0.989120787463479,-0.019929129752059745,0.0027545052748788055,-0.1457234033902706,0.06753525137901306,0.15238578617572784,0.0660245344042778,-1.5549145936965942,-0.19888022541999817,-1.4206329584121704]","[0.2606735825538635,1.0348044633865356,-0.43773263692855835,0.37551242113113403,0.020293567329645157,-0.04299945384263992,1.2503666877746582,-0.5321272015571594,-0.1238899976015091,-0.2044268101453781,0.14436835050582886,-0.3178781569004059,0.3034401834011078,0.09234495460987091,0.12072920054197311,0.989120787463479,-0.019929129752059745,0.0027545052748788055,-0.1457234033902706,0.06753525137901306,0.15238578617572784,0.0660245344042778,-1.5549145936965942,-0.19888022541999817,-1.4206329584121704,-0.01984934765905479,-0.019703730951293144,0.019585332984797782,0.2559855045615679,0.7200902049080296,-0.6449352822182017,0.0011312502902001143]","[0.2606735825538635,1.0348044633865356,-0.43773263692855835,0.37551242113113403,0.020293567329645157,-0.04299945384263992,1.2503666877746582,-0.5321272015571594,-0.1238899976015091,-0.2044268101453781,0.14436835050582886,-0.3178781569004059,0.3034401834011078,0.09234495460987091,0.12072920054197311,0.989120787463479,-0.019929129752059745,0.0027545052748788055,-0.1457234033902706,0.06753525137901306,0.15238578617572784,0.0660245344042778,-1.5549145936965942,-0.19888022541999817,-1.4206329584121704,-0.01984934765905479,-0.019703730951293144,0.019585332984797782,0.2559855045615679,0.7200902049080296,-0.6449352822182017,0.0011312502902001143,1.5,0.0,0.0,0.0,0.0,0.0]",source_test
